aX,aY,aZ,gX,gY,gZ
-1.155,-0.13,0.027,-13.062,14.832,-22.949
-1.114,-0.158,0.001,-20.813,7.385,-17.334
-1.072,-0.163,0.01,-25.757,-2.93,-15.137
-1.037,-0.191,0.063,-29.846,-8.789,-13.306
-1.02,-0.213,0.109,-33.325,-9.338,-7.69
-1.014,-0.177,0.12,-35.522,-8.85,0.488
-1.029,-0.065,0.132,-39.307,-7.996,7.935
-1.052,0.074,0.159,-36.804,-5.432,7.935
-1.05,0.145,0.179,-27.527,0,-4.517
-1.037,0.112,0.166,-10.193,7.874,-16.907
-1.019,0.037,0.114,-4.272,13.855,-20.02
-0.998,-0.017,0.071,-8.423,13.245,-18.188
-0.98,-0.057,0.07,-7.263,7.996,-17.517
-0.96,-0.11,0.089,-2.075,6.165,-17.334
-0.944,-0.158,0.094,-1.343,8.789,-13
